match_id,player_id,started,minutes_played,goals,assists,shots,shots_on_target,passes_completed,passes_attempted,progressive_passes,key_passes,progressive_carries,tackles,interceptions,blocks,yellow_cards,red_cards,saves,xg,xag,pass_pct,save_pct,psxg
ARG_20240705_Ecuador,14,False,77,1,0,3,1,42,43,0,0,0,2,2,1,0,0,0,0.502,0.0,,,
ARG_20240705_Ecuador,36,False,90,1,1,1,1,39,45,0,0,0,7,1,2,0,0,0,0.783,0.0,,,
ARG_20240705_Ecuador,8,False,-4,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0.783,0.0,,,
ARG_20240705_Ecuador,34,False,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
ARG_20240705_Ecuador,12,False,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
ARG_20240705_Ecuador,9,False,94,0,0,0,0,31,41,0,1,0,4,1,2,0,0,0,0.0,0.0,,,
ARG_20240705_Ecuador,54,False,26,1,0,1,1,3,5,0,0,0,0,0,1,0,0,0,0.783,0.0,,,
ARG_20240705_Ecuador,35,False,77,0,0,3,0,16,28,0,0,0,0,1,2,0,0,0,0.191,0.0,,,
ARG_20240705_Ecuador,46,False,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
ARG_20240621_Canada,15,False,15,0,0,2,0,3,3,0,0,0,0,1,1,0,0,0,0.724,0.0,,,
ARG_20240621_Canada,37,False,24,0,0,1,0,10,13,0,0,0,1,1,0,1,0,0,0.04,0.0,,,
ARG_20240621_Canada,41,False,90,0,1,6,2,42,47,0,4,0,0,0,3,0,0,0,0.961,0.0,,,
ARG_20240621_Canada,23,False,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
ARG_20240621_Canada,16,False,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
ARG_20240621_Canada,33,False,90,0,0,0,0,59,62,0,3,0,2,0,5,1,0,0,0.0,0.0,,,
ARG_20240621_Canada,52,False,15,1,0,2,2,1,1,0,0,0,0,1,0,0,0,0,0.847,0.0,,,
ARG_20240621_Canada,27,False,75,0,0,1,0,58,62,0,0,0,1,2,1,0,0,0,0.018,0.0,,,
ARG_20240621_Canada,22,False,88,0,0,1,0,50,61,0,0,0,1,0,0,0,0,0,0.024,0.0,,,
ARG_20240621_Canada,18,False,90,0,0,0,0,95,97,0,0,0,3,2,2,0,0,0,0.0,0.0,,,
ARG_20240621_Canada,45,False,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
ARG_20240621_Canada,28,False,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
ARG_20240621_Canada,14,False,90,0,0,0,0,90,96,0,1,0,3,2,2,0,0,0,0.0,0.0,,,
ARG_20240621_Canada,36,False,90,0,1,1,1,34,38,0,1,0,1,0,6,0,0,0,0.098,0.0,,,
ARG_20240621_Canada,8,False,2,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
ARG_20240621_Canada,34,False,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
ARG_20240621_Canada,12,False,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
ARG_20240621_Canada,9,False,88,0,0,0,0,59,69,0,1,0,0,1,4,0,0,0,0.0,0.0,,,
ARG_20240621_Canada,54,False,75,1,0,3,2,15,16,0,0,0,1,0,1,0,0,0,0.415,0.0,,,
ARG_20240621_Canada,35,False,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
ARG_20240621_Canada,46,False,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
